airline_key,airline_id,airline_code,airline_name,airline_country,airline_active,comparison_threshold_20,comparison_threshold_50,comparison_threshold_100,dashboard_default_eligible,directed_route_presences,distinct_origin_airports,distinct_destination_airports,distinct_airports,distinct_countries,domestic_route_presence_share,international_route_presence_share,reciprocal_route_share,codeshare_route_presence_share
code:6L,,6L,,,,False,False,False,False,12,6,6,6,1,1,0,1,0
id:1500,1500,7P,Metro Batavia,Indonesia,Y,False,False,False,False,12,8,6,8,3,0.75,0.25,0.666666666666667,0
id:17408,17408,8B,BusinessAir,Thailand,Y,False,False,False,False,12,5,5,5,3,0.166666666666667,0.833333333333333,1,0
id:3432,3432,8M,Maxair,Sweden,Y,False,False,False,False,12,7,7,7,7,0,1,1,0
id:20047,20047,E2,Eagle Atlantic Airlines,Ghana,Y,False,False,False,False,12,5,5,5,5,0,1,1,0
id:807,807,EN,Air Dolomiti,Italy,Y,False,False,False,False,12,7,7,7,2,0,1,1,0
id:2293,2293,EO,Express One International,United States,Y,False,False,False,False,12,8,8,8,3,0,1,1,0
id:19610,19610,LT,Air Lituanica,Lithuania,Y,False,False,False,False,12,7,7,7,6,0,1,1,0
id:3354,3354,OM,MIAT Mongolian Airlines,Mongolia,Y,False,False,False,False,12,7,7,7,7,0,1,1,0
id:608,608,UM,Air Zimbabwe,Zimbabwe,Y,False,False,False,False,12,4,4,4,2,0.5,0.5,1,0
id:9666,9666,VH,Virgin Pacific,Fiji,Y,False,False,False,False,12,7,7,7,1,1,0,1,0
id:16660,16660,W4,AeroWorld ,Russia,Y,False,False,False,False,12,7,7,7,1,1,0,1,0
id:1034,1034,XL,Aerolane,Ecuador,Y,False,False,False,False,12,7,7,7,2,0.666666666666667,0.333333333333333,1,0.142857142857143
id:4234,4234,GZ,Air Rarotonga,Cook Islands,Y,False,False,False,False,11,6,6,6,1,1,0,0.909090909090909,0.153846153846154
id:4808,4808,HZ,Sat Airlines,Kazakhstan,Y,False,False,False,False,11,7,6,7,4,0.272727272727273,0.727272727272727,0.727272727272727,0
id:10912,10912,J5,Alaska Seaplane Service,United States,Y,False,False,False,False,11,6,6,7,1,1,0,0.727272727272727,0
id:2418,2418,TE,FlyLal,Lithuania,Y,False,False,False,False,11,6,6,6,1,1,0,0.909090909090909,0
id:225,225,TN,Air Tahiti Nui,France,Y,False,False,False,False,11,7,7,8,7,0.0909090909090909,0.909090909090909,0.909090909090909,0.352941176470588
id:10739,10739,3E,Air Choice One,United States,Y,False,False,False,False,10,5,5,5,1,1,0,1,0
id:4805,4805,6W,Saratov Aviation Division,Russia,Y,False,False,False,False,10,6,6,6,3,0.6,0.4,1,0
id:68,68,8T,Air Tindi,Canadian Territories,Y,False,False,False,False,10,6,6,6,1,1,0,1,0
id:19804,19804,A2,All America,United States,Y,False,False,False,False,10,7,7,7,1,1,0,1,0
id:3613,3613,CE,Nationwide Airlines,South Africa,Y,False,False,False,False,10,7,7,7,1,1,0,1,0
id:9829,9829,CN,Canadian National Airways,Canada,Y,False,False,False,False,10,6,6,6,1,1,0,1,0
id:16963,16963,E5,Air Arabia Egypt,Egypt,Y,False,False,False,False,10,6,6,6,4,0,1,1,0
id:2748,2748,HW,Hello,Switzerland,Y,False,False,False,False,10,6,6,6,1,1,0,1,0
id:132,132,JA,Air Bosna,Bosnia and Herzegovina,Y,False,False,False,False,10,6,6,6,5,0.2,0.8,1,0
id:20686,20686,Q7,SkyBahamas Airlines,Bahamas,Y,False,False,False,False,10,6,6,6,2,0.8,0.2,1,0
id:10675,10675,SH,Sharp Airlines,Australia,Y,False,False,False,False,10,8,7,8,1,1,0,0.8,0
id:3386,3386,TF,Malmö Aviation,Sweden,Y,False,False,False,False,10,6,6,6,2,0.8,0.2,1,0.722222222222222
id:10800,10800,V9,Star1 Airlines,Lithuania,Y,False,False,False,False,10,7,7,7,2,0.2,0.8,1,0
id:1441,1441,WW,bmibaby,United Kingdom,Y,False,False,False,False,10,6,6,6,6,0,1,1,0
id:5523,5523,Z4,Zoom Airlines,Canada,Y,False,False,False,False,10,6,6,6,5,0,1,1,0
code:5U,,5U,,,,False,False,False,False,9,6,5,6,3,0.222222222222222,0.777777777777778,0.888888888888889,0
id:2989,2989,EG,Japan Asia Airways,Japan,Y,False,False,False,False,9,6,5,6,3,0,1,0.444444444444444,0
id:3805,3805,R2,Orenburg Airlines,Russia,Y,False,False,False,False,9,5,6,6,2,0.666666666666667,0.333333333333333,0.888888888888889,0
id:881,881,RC,Atlantic Airways,Faroe Islands,Y,False,False,False,False,9,5,5,5,3,0.111111111111111,0.888888888888889,0.888888888888889,0
id:16615,16615,7M,Mongolian International Air Lines ,Mongolia,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:2692,2692,BH,Hawkair,Canada,Y,False,False,False,False,8,4,4,4,1,1,0,1,0
id:1750,1750,C8,Chicago Express,United States,N,False,False,False,False,8,4,4,4,3,0.25,0.75,1,0
id:2324,2324,EF,Far Eastern Air Transport,Taiwan,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:18828,18828,I8,IzAvia,Russia,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:10737,10737,J4,ALAK,Russia,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:2264,2264,JN,Excel Airways,United Kingdom,Y,False,False,False,False,8,6,6,6,2,0.25,0.75,1,0
id:998,998,JS,Air Koryo,Democratic People's Republic of Korea,Y,False,False,False,False,8,5,5,5,4,0,1,1,0
id:397,397,JW,Arrow Air,United States,Y,False,False,False,False,8,5,5,5,3,0.5,0.5,1,0
id:11808,11808,K8,Zambia Skyways,Zambia,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:896,896,NY,Air Iceland,Iceland,Y,False,False,False,False,8,5,5,5,2,0.75,0.25,1,0
code:O4,,O4,,,,False,False,False,False,8,5,5,5,1,1,0,1,0
id:11794,11794,OC,Catovair,Mauritius,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:3826,3826,OJ,Overland Airways,Nigeria,Y,False,False,False,False,8,4,4,4,4,0,1,1,0
id:3618,3618,ON,Nauru Air Corporation,Nauru,Y,False,False,False,False,8,4,4,4,4,0,1,1,0
id:3969,3969,PI,Piedmont Airlines (1948-1989),United States,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:3637,3637,RA,Nepal Airlines,Nepal,Y,False,False,False,False,8,5,5,5,5,0,1,1,0
id:5368,5368,RG,VRG Linhas Aereas,Brazil,Y,False,False,False,False,8,4,4,4,1,1,0,1,0
id:17099,17099,S9,Starbow Airlines,Ghana,Y,False,False,False,False,8,5,5,5,2,0.75,0.25,1,0
id:11948,11948,VQ,Viking Hellas,Greece,Y,False,False,False,False,8,5,5,5,1,1,0,1,0
id:18825,18825,Z9,Flightlink Tanzania,Tanzania,Y,False,False,False,False,8,4,4,4,1,1,0,1,0
code:ZD,,ZD,,,,False,False,False,False,8,5,5,5,4,0,1,1,0
id:246,246,M6,Amerijet International,United States,N,False,False,False,False,7,4,6,6,1,1,0,0.571428571428571,0
id:11857,11857,RL,Royal Falcon,Jordan,Y,False,False,False,False,7,5,4,5,4,0,1,0.857142857142857,0
id:5002,5002,3P,Tiara Air,Aruba,Y,False,False,False,False,6,5,4,5,3,0.166666666666667,0.833333333333333,0.666666666666667,0
id:3201,3201,4M,LAN Argentina,Argentina,Y,False,False,False,False,6,3,3,3,3,0,1,1,0.4
id:4388,4388,7G,Star Flyer,Japan,Y,False,False,False,False,6,4,4,4,1,1,0,1,0
code:7S,,7S,,,,False,False,False,False,6,5,5,6,1,1,0,0,0
id:3534,3534,8I,Myway Airlines,Italy,Y,False,False,False,False,6,4,4,4,3,0,1,1,0
id:16960,16960,AW,Asian Wings Airways,Burma,Y,False,False,False,False,6,4,4,4,2,0.666666666666667,0.333333333333333,1,0
id:1966,1966,D3,Daallo Airlines,Djibouti,Y,False,False,False,False,6,4,4,4,3,0.166666666666667,0.833333333333333,0.333333333333333,0
id:20160,20160,E8,City Airways,Thailand,Y,False,False,False,False,6,4,4,4,2,0.333333333333333,0.666666666666667,1,0
id:336,336,EL,Air Nippon,Japan,Y,False,False,False,False,6,4,4,4,3,0,1,1,0
id:9784,9784,HK,Yangon Airways,Burma,Y,False,False,False,False,6,4,4,4,3,0,1,1,0
id:16707,16707,HN,Hankook Airline,South Korea,Y,False,False,False,False,6,4,4,4,1,1,0,1,0
id:42,42,M3,ABSA - Aerolinhas Brasileiras,Brazil,Y,False,False,False,False,6,4,4,4,2,0.666666666666667,0.333333333333333,1,0
id:3547,3547,M9,Motor Sich,Ukraine,Y,False,False,False,False,6,4,4,4,2,0.666666666666667,0.333333333333333,1,0
id:491,491,OS,Austrian Airlines,Austria,Y,False,False,False,False,6,4,4,4,4,0,1,1,0.975
id:3811,3811,OX,Orient Thai Airlines,Thailand,Y,False,False,False,False,6,5,5,5,3,0.333333333333333,0.666666666666667,1,0
id:477,477,PJ,Air Saint Pierre,France,Y,False,False,False,False,6,4,4,4,2,0,1,1,0
id:14061,14061,PQ,LSM Airlines,Russia,Y,False,False,False,False,6,4,4,4,1,1,0,1,0
id:3834,3834,PV,PAN Air,Spain,Y,False,False,False,False,6,4,4,4,4,0,1,1,0
id:4735,4735,S3,Santa Barbara Airlines,Venezuela,Y,False,False,False,False,6,4,4,4,4,0,1,1,0
id:10776,10776,S6,Salmon Air,United States,Y,False,False,False,False,6,4,4,4,3,0.333333333333333,0.666666666666667,1,0
id:2622,2622,TA,Grupo TACA,Costa Rica,Y,False,False,False,False,6,4,4,4,4,0,1,1,0.571428571428571
id:1669,1669,V3,Carpatair,Romania,Y,False,False,False,False,6,4,4,4,3,0,1,1,0
id:5297,5297,VF,Valuair,Singapore,Y,False,False,False,False,6,4,4,4,2,0,1,1,0
id:8809,8809,WP,Island Air (WP),United States,Y,False,False,False,False,6,4,4,4,1,1,0,1,0
id:16844,16844,XV,BVI Airways,British Virgin Islands,Y,False,False,False,False,6,3,3,3,3,0,1,1,0
id:5521,5521,3J,Zip,Canada,N,False,False,False,False,5,3,4,5,5,0,1,0.4,0
code:EB,,EB,,,,False,False,False,False,5,3,4,4,3,0.2,0.8,0.8,0
id:21012,21012,F5,Fly One,Moldova,Y,False,False,False,False,5,4,3,4,1,1,0,0.8,0
id:641,641,FV,Rossiya-Russian Airlines,Russia,Y,False,False,False,False,5,3,4,4,2,0.4,0.6,0.8,0
id:20963,20963,K3,Atlantic Air Cargo,United States,N,False,False,False,False,5,4,3,4,1,1,0,0.8,0
id:3123,3123,M5,Kenmore Air,United States,Y,False,False,False,False,5,4,4,4,1,1,0,0.4,0
id:3097,3097,RQ,Kam Air,Afghanistan,Y,False,False,False,False,5,3,4,4,4,0,1,0.8,0
id:10650,10650,5P,Pal airlines,Chile,Y,False,False,False,False,4,4,3,4,1,1,0,0,0
id:3835,3835,9Q,PB Air,Thailand,Y,False,False,False,False,4,3,3,3,1,1,0,1,0
id:1230,1230,BF,Aero-Service,Republic of the Congo,Y,False,False,False,False,4,3,3,3,1,1,0,1,0
id:11963,11963,DZ,Starline.kz,Kazakhstan,Y,False,False,False,False,4,3,3,3,1,1,0,1,0
id:2217,2217,E7,Estafeta Carga Aerea,Mexico,N,False,False,False,False,4,3,3,3,2,0.5,0.5,1,0
id:11806,11806,E9,Compagnie Africaine d\\'Aviation,Congo (Kinshasa),Y,False,False,False,False,4,3,3,3,3,0,1,1,0
id:1508,1508,J8,Berjaya Air,Malaysia,Y,False,False,False,False,4,3,3,3,2,0.5,0.5,1,0
id:2419,2419,LF,FlyNordic,Sweden,Y,False,False,False,False,4,3,3,3,2,0.5,0.5,1,0
id:1008,1008,LV,Albanian Airlines,Albania,Y,False,False,False,False,4,3,3,3,2,0,1,1,0
id:3865,3865,LW,Pacific Wings,United States,Y,False,False,False,False,4,3,3,3,1,1,0,1,0.6
id:3783,3783,N3,Omskavia Airline,Russia,N,False,False,False,False,4,3,3,3,3,0,1,1,0
id:3781,3781,OY,Omni Air International,United States,Y,False,False,False,False,4,3,3,3,1,1,0,1,0
id:2541,2541,QB,Georgian National Airlines,Georgia,Y,False,False,False,False,4,3,3,3,1,1,0,1,0
id:2104,2104,QU,East African,Uganda,Y,False,False,False,False,4,3,3,3,2,0,1,1,0
id:1611,1611,UY,Cameroon Airlines,Cameroon,N,False,False,False,False,4,3,3,3,2,0,1,1,0
id:17023,17023,Y5,Asia Wings,Kazakhstan,Y,False,False,False,False,4,3,3,3,3,0,1,1,0
id:19016,19016,ZM,Apache Air,United States,Y,False,False,False,False,4,3,3,3,2,0.5,0.5,1,0
code:4E,,4E,,,,False,False,False,False,3,3,2,3,1,1,0,0.666666666666667,0
id:43,43,ABJ,Abaet,Brazil,N,False,False,False,False,3,3,3,3,1,1,0,0,0
id:146,146,2O,Air Salone,Sierra Leone,Y,False,False,False,False,2,2,2,3,1,1,0,0,0
id:16262,16262,3F,Fly Colombia ( Interliging Flights ),Colombia,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:20565,20565,4B,Boutique Air (Priv),United States,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:442,442,4D,Air Sinai,Egypt,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:29,29,4K,Askari Aviation,Pakistan,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:4496,4496,5G,Skyservice Airlines,Canada,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:4436,4436,5M,Sibaviatrans,Russia,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:18946,18946,5Z,VivaColombia,Colombia,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:17095,17095,6I,Fly 6ix,Sierra Leone,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:11814,11814,6Y,SmartLynx Airlines,Latvia,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:563,563,7E,Aeroline GmbH,Germany,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:1109,1109,8D,Astair,Russian Federation,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:1392,1392,A8,Benin Golf Air,Benin,N,False,False,False,False,2,2,2,2,1,1,0,1,0
id:2881,2881,D6,Interair South Africa,South Africa,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:9620,9620,GY,Gabon Airlines,Gabon,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:2094,2094,H7,Eagle Air,Uganda,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:319,319,HM,Air Seychelles,Seychelles,Y,False,False,False,False,2,2,2,2,1,1,0,1,0.8
id:1769,1769,HR,China United Airlines,China,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:19944,19944,I4,International AirLink,Jamaica,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:116,116,I9,Air Italy,Italy,Y,False,False,False,False,2,2,2,2,2,0,1,1,0.5
id:2731,2731,JB,Helijet,Canada,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:109,109,KO,Alaska Central Express,United States,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:3197,3197,LR,LACSA,Costa Rica,Y,False,False,False,False,2,2,2,4,1,1,0,0,0.916666666666667
id:3498,3498,MY,Midwest Airlines (Egypt),Egypt,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
code:P1,,P1,,,,False,False,False,False,2,2,2,2,1,1,0,1,0.8
id:106,106,PE,Air Europe,Italy,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:18700,18700,Q3,SOCHI AIR CHATER,Russia,Y,False,False,False,False,2,2,2,2,2,0,1,1,0
id:10,10,Q5,40-Mile Air,United States,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:1048,1048,TD,Atlantis European Airways,Armenia,Y,False,False,False,False,2,2,2,2,2,0,1,1,0.5
id:2757,2757,UD,Hex'Air,France,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:4165,4165,V4,Reem Air,Kyrgyzstan,N,False,False,False,False,2,2,2,2,1,1,0,1,0
id:1775,1775,X7,Chitaavia,Russia,N,False,False,False,False,2,2,2,2,1,1,0,1,0
id:17519,17519,YR,SENIC AIRLINES,United States,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
id:1266,1266,Z3,Avient Aviation,Zimbabwe,Y,False,False,False,False,2,2,2,2,1,1,0,1,0
code:9D,,9D,,,,False,False,False,False,1,1,1,2,2,0,1,0,0
id:2260,2260,EW,Eurowings,Germany,Y,False,False,False,False,1,1,1,2,2,0,1,0,0
id:241,241,S2,Air Sahara,India,Y,False,False,False,False,1,1,1,2,1,1,0,0,0.994047619047619
